rowid,lujvo,lujvo_parsed,lujvo_for_split,lujvo_sequence,lujvo_len
578,bicysakta,bic-sakta,sakta,1,2
579,bicyzda,bic-zda,bic,0,2
580,bicyzda,bic-zda,zda,1,2
581,bicyzdajomrisysaistu,bic-zda-jom-ris-sai-stu,bic,0,6
582,bicyzdajomrisysaistu,bic-zda-jom-ris-sai-stu,zda,1,6
583,bicyzdajomrisysaistu,bic-zda-jom-ris-sai-stu,jom,2,6
584,bicyzdajomrisysaistu,bic-zda-jom-ris-sai-stu,ris,3,6
585,bicyzdajomrisysaistu,bic-zda-jom-ris-sai-stu,sai,4,6
586,bicyzdajomrisysaistu,bic-zda-jom-ris-sai-stu,stu,5,6
587,bifcau,bif-cau,bif,0,2
588,bifcau,bif-cau,cau,1,2
589,bifkluza,bif-kluza,bif,0,2
590,bifkluza,bif-kluza,kluza,1,2
591,bifmlo,bif-mlo,bif,0,2
592,bifmlo,bif-mlo,mlo,1,2
593,bifyvilcarvi,bif-vil-carvi,bif,0,3
594,bifyvilcarvi,bif-vil-carvi,vil,1,3
595,bifyvilcarvi,bif-vil-carvi,carvi,2,3
596,bigri'a,big-ri'a,big,0,2
597,bigri'a,big-ri'a,ri'a,1,2
598,bigycti,big-cti,big,0,2
599,bigycti,big-cti,cti,1,2
600,bigygau,big-gau,big,0,2
601,bigygau,big-gau,gau,1,2
602,bijyjbu,bij-jbu,bij,0,2
603,bijyjbu,bij-jbu,jbu,1,2
604,bijyku'a,bij-ku'a,bij,0,2
605,bijyku'a,bij-ku'a,ku'a,1,2
606,bikydamri,bik-damri,bik,0,2
607,bikydamri,bik-damri,damri,1,2
608,bikykla,bik-kla,bik,0,2
609,bikykla,bik-kla,kla,1,2
610,bilble,bil-ble,bil,0,2
611,bilble,bil-ble,ble,1,2
612,bilgri,bil-gri,bil,0,2
613,bilgri,bil-gri,gri,1,2
614,bilpre,bil-pre,bil,0,2
615,bilpre,bil-pre,pre,1,2
616,bilpulji,bil-pulji,bil,0,2
617,bilpulji,bil-pulji,pulji,1,2
618,bimxra,bim-xra,bim,0,2
619,bimxra,bim-xra,xra,1,2
620,binbalvi,bin-balvi,bin,0,2
621,binbalvi,bin-balvi,balvi,1,2
622,binci'e,bin-ci'e,bin,0,2
623,binci'e,bin-ci'e,ci'e,1,2
624,bingu'egau,bin-gu'e-gau,bin,0,3
625,bingu'egau,bin-gu'e-gau,gu'e,1,3
626,bingu'egau,bin-gu'e-gau,gau,2,3
627,binkemgaste'i,bin-kem-gas-te'i,bin,0,4
628,binkemgaste'i,bin-kem-gas-te'i,kem,1,4
629,binkemgaste'i,bin-kem-gas-te'i,gas,2,4
630,binkemgaste'i,bin-kem-gas-te'i,te'i,3,4
631,binpre,bin-pre,bin,0,2
632,binpre,bin-pre,pre,1,2
633,binrydi'a,binr-di'a,binr,0,2
634,binrydi'a,binr-di'a,di'a,1,2
635,binryve'u,binr-ve'u,binr,0,2
636,binryve'u,binr-ve'u,ve'u,1,2
637,binryvelve'u,binr-vel-ve'u,binr,0,3
638,binryvelve'u,binr-vel-ve'u,vel,1,3
639,binryvelve'u,binr-vel-ve'u,ve'u,2,3
640,birca'a,bir-ca'a,bir,0,2
641,birca'a,bir-ca'a,ca'a,1,2
642,bircidni,bir-cidni,bir,0,2
643,bircidni,bir-cidni,cidni,1,2
644,birgutci,bir-gutci,bir,0,2
645,birgutci,bir-gutci,gutci,1,2
646,birjyzba,birj-zba,birj,0,2
647,birjyzba,birj-zba,zba,1,2
648,birtafpau,bir-taf-pau,bir,0,3
649,birtafpau,bir-taf-pau,taf,1,3
650,birtafpau,bir-taf-pau,pau,2,3
651,birtu'u,bir-tu'u,bir,0,2
652,birtu'u,bir-tu'u,tu'u,1,2
653,birtu'ucau,bir-tu'u-cau,bir,0,3
654,birtu'ucau,bir-tu'u-cau,tu'u,1,3
655,birtu'ucau,bir-tu'u-cau,cau,2,3
656,birvrajvi,bir-vra-jvi,bir,0,3
657,birvrajvi,bir-vra-jvi,vra,1,3
658,birvrajvi,bir-vra-jvi,jvi,2,3
659,biskruji,bis-kruji,bis,0,2
660,biskruji,bis-kruji,kruji,1,2
661,bislunra,bis-lunra,bis,0,2
662,bislunra,bis-lunra,lunra,1,2
663,bisycmaplini,bis-cma-plini,bis,0,3
664,bisycmaplini,bis-cma-plini,cma,1,3
665,bisycmaplini,bis-cma-plini,plini,2,3
666,bisydi'u,bis-di'u,bis,0,2
667,bisydi'u,bis-di'u,di'u,1,2
668,bitmau,bit-mau,bit,0,2
669,bitmau,bit-mau,mau,1,2
670,bitsku,bit-sku,bit,0,2
671,bitsku,bit-sku,sku,1,2
672,bitybi'o,bit-bi'o,bit,0,2
673,bitybi'o,bit-bi'o,bi'o,1,2
674,bitygau,bit-gau,bit,0,2
675,bitygau,bit-gau,gau,1,2
676,bityji'i,bit-ji'i,bit,0,2
677,bityji'i,bit-ji'i,ji'i,1,2
678,bixmro,bix-mro,bix,0,2
679,bixmro,bix-mro,mro,1,2
680,bixri'a,bix-ri'a,bix,0,2
681,bixri'a,bix-ri'a,ri'a,1,2
682,bixte'a,bix-te'a,bix,0,2
683,bixte'a,bix-te'a,te'a,1,2
684,bixycikna,bix-cikna,bix,0,2
685,bixycikna,bix-cikna,cikna,1,2
686,bixygau,bix-gau,bix,0,2
687,bixygau,bix-gau,gau,1,2
688,bizytei,biz-tei,biz,0,2
689,bizytei,biz-tei,tei,1,2
690,blacucpli,bla-cuc-pli,bla,0,3
691,blacucpli,bla-cuc-pli,cuc,1,3
692,blacucpli,bla-cuc-pli,pli,2,3
693,blacycolbla,blac-col-bla,blac,0,3
694,blacycolbla,blac-col-bla,col,1,3
695,blacycolbla,blac-col-bla,bla,2,3
696,blakanla,bla-kanla,bla,0,2
697,blakanla,bla-kanla,kanla,1,2
698,blamau,bla-mau,bla,0,2
699,blamau,bla-mau,mau,1,2
700,blapikta,bla-pikta,bla,0,2
701,blapikta,bla-pikta,pikta,1,2
702,blari'a,bla-ri'a,bla,0,2
703,blari'a,bla-ri'a,ri'a,1,2
704,blari'o,bla-ri'o,bla,0,2
705,blari'o,bla-ri'o,ri'o,1,2
706,blarirni,bla-rirni,bla,0,2
707,blarirni,bla-rirni,rirni,1,2
708,blarulkemymlecaipurdi,bla-rul-kem-mle-cai-purdi,bla,0,6
709,blarulkemymlecaipurdi,bla-rul-kem-mle-cai-purdi,rul,1,6
710,blarulkemymlecaipurdi,bla-rul-kem-mle-cai-purdi,kem,2,6
711,blarulkemymlecaipurdi,bla-rul-kem-mle-cai-purdi,mle,3,6
712,blarulkemymlecaipurdi,bla-rul-kem-mle-cai-purdi,cai,4,6
713,blarulkemymlecaipurdi,bla-rul-kem-mle-cai-purdi,purdi,5,6
714,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,bla,0,6
715,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,rul,1,6
716,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,kem,2,6
717,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,mle,3,6
718,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,tce,4,6
719,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,purdi,5,6
720,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,bla,0,6
721,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,rul,1,6
722,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,kem,2,6
723,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,mle,3,6
724,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,tce,4,6
725,blarulkemymletcepurdi,bla-rul-kem-mle-tce-purdi,purdi,5,6
726,blaselkanla,bla-sel-kanla,bla,0,3
727,blaselkanla,bla-sel-kanla,sel,1,3
728,blaselkanla,bla-sel-kanla,kanla,2,3
729,blazda,bla-zda,bla,0,2
730,blazda,bla-zda,zda,1,2
731,blebi'e,ble-bi'e,ble,0,2
732,blebi'e,ble-bi'e,bi'e,1,2
733,bleda'i,ble-da'i,ble,0,2
734,bleda'i,ble-da'i,da'i,1,2
735,blejme,ble-jme,ble,0,2
736,blejme,ble-jme,jme,1,2
737,blejmi,ble-jmi,ble,0,2
738,blejmi,ble-jmi,jmi,1,2
739,bleni'i,ble-ni'i,ble,0,2
740,bleni'i,ble-ni'i,ni'i,1,2
741,bleplana,ble-plana,ble,0,2
742,bleplana,ble-plana,plana,1,2
743,bleselva'i,ble-sel-va'i,ble,0,3
744,bleselva'i,ble-sel-va'i,sel,1,3
745,bleselva'i,ble-sel-va'i,va'i,2,3
746,blesmi,ble-smi,ble,0,2
747,blesmi,ble-smi,smi,1,2
748,bleta'a,ble-ta'a,ble,0,2
749,bleta'a,ble-ta'a,ta'a,1,2
750,bletce,ble-tce,ble,0,2
751,bletce,ble-tce,tce,1,2
752,bletcidu,ble-tcidu,ble,0,2
753,bletcidu,ble-tcidu,tcidu,1,2
754,blexau,ble-xau,ble,0,2
755,blexau,ble-xau,xau,1,2
756,blibloblu,bli-blo-blu,bli,0,3
757,blibloblu,bli-blo-blu,blo,1,3
758,blibloblu,bli-blo-blu,blu,2,3
759,blikinfonxa,bli-kin-fonxa,bli,0,3
760,blikinfonxa,bli-kin-fonxa,kin,1,3
761,blikinfonxa,bli-kin-fonxa,fonxa,2,3
762,blikubli,bli-kubli,bli,0,2
763,blikubli,bli-kubli,kubli,1,2
764,blita'o,bli-ta'o,bli,0,2
765,blita'o,bli-ta'o,ta'o,1,2
766,blixra,bli-xra,bli,0,2
767,blixra,bli-xra,xra,1,2
768,bloblu,blo-blu,blo,0,2
769,bloblu,blo-blu,blu,1,2
770,blocra,blo-cra,blo,0,2
771,blocra,blo-cra,cra,1,2
772,blogre,blo-gre,blo,0,2
773,blogre,blo-gre,gre,1,2
774,blokla,blo-kla,blo,0,2
775,blokla,blo-kla,kla,1,2
776,bloklu,blo-klu,blo,0,2
777,bloklu,blo-klu,klu,1,2
778,blolei,blo-lei,blo,0,2
779,blolei,blo-lei,lei,1,2
780,bloli'u,blo-li'u,blo,0,2
781,bloli'u,blo-li'u,li'u,1,2
782,blomuvga'a,blo-muv-ga'a,blo,0,3
783,blomuvga'a,blo-muv-ga'a,muv,1,3
784,blomuvga'a,blo-muv-ga'a,ga'a,2,3
785,blosazri,blo-sazri,blo,0,2
786,blosazri,blo-sazri,sazri,1,2
787,blosmi,blo-smi,blo,0,2
788,blosmi,blo-smi,smi,1,2
789,bloti'e,blo-ti'e,blo,0,2
790,bloti'e,blo-ti'e,ti'e,1,2
791,blucri,blu-cri,blu,0,2
792,blucri,blu-cri,cri,1,2
793,blufle,blu-fle,blu,0,2
794,blufle,blu-fle,fle,1,2
795,blugai,blu-gai,blu,0,2
796,blugai,blu-gai,gai,1,2
797,bluselgai,blu-sel-gai,blu,0,3
798,bluselgai,blu-sel-gai,sel,1,3
799,bluselgai,blu-sel-gai,gai,2,3
800,bluselkanla,blu-sel-kanla,blu,0,3
801,bluselkanla,blu-sel-kanla,sel,1,3
802,bluselkanla,blu-sel-kanla,kanla,2,3
803,bluska,blu-ska,blu,0,2
804,bluska,blu-ska,ska,1,2
805,bofsnipa,bof-snipa,bof,0,2
806,bofsnipa,bof-snipa,snipa,1,2
807,bogro'i,bog-ro'i,bog,0,2
808,bogro'i,bog-ro'i,ro'i,1,2
809,bogygreku,bog-greku,bog,0,2
810,bogygreku,bog-greku,greku,1,2
811,boidre,boi-dre,boi,0,2
812,boidre,boi-dre,dre,1,2
813,boidru,boi-dru,boi,0,2
814,boidru,boi-dru,dru,1,2
815,bolblabi,bol-blabi,bol,0,2
816,bolblabi,bol-blabi,blabi,1,2
817,boldi'u,bol-di'u,bol,0,2
818,boldi'u,bol-di'u,di'u,1,2
819,bolga'a,bol-ga'a,bol,0,2
820,bolga'a,bol-ga'a,ga'a,1,2
821,bolga'axa'i,bol-ga'a-xa'i,bol,0,3
822,bolga'axa'i,bol-ga'a-xa'i,ga'a,1,3
823,bolga'axa'i,bol-ga'a-xa'i,xa'i,2,3
824,bolgrijvi,bol-gri-jvi,bol,0,3
825,bolgrijvi,bol-gri-jvi,gri,1,3
826,bolgrijvi,bol-gri-jvi,jvi,2,3
827,bolgu'o,bol-gu'o,bol,0,2
828,bolgu'o,bol-gu'o,gu'o,1,2
829,bolkei,bol-kei,bol,0,2
830,bolkei,bol-kei,kei,1,2
831,bolkeijvi,bol-kei-jvi,bol,0,3
832,bolkeijvi,bol-kei-jvi,kei,1,3
833,bolkeijvi,bol-kei-jvi,jvi,2,3
834,bolri'a,bol-ri'a,bol,0,2
835,bolri'a,bol-ri'a,ri'a,1,2
836,boltikpa,bol-tikpa,bol,0,2
837,boltikpa,bol-tikpa,tikpa,1,2
838,boltipkei,bol-tip-kei,bol,0,3
839,boltipkei,bol-tip-kei,tip,1,3
840,boltipkei,bol-tip-kei,kei,2,3
841,boltipkeipre,bol-tip-kei-pre,bol,0,4
842,boltipkeipre,bol-tip-kei-pre,tip,1,4
843,boltipkeipre,bol-tip-kei-pre,kei,2,4
844,boltipkeipre,bol-tip-kei-pre,pre,3,4
845,boltipyboi,bol-tip-boi,bol,0,3
846,boltipyboi,bol-tip-boi,tip,1,3
847,boltipyboi,bol-tip-boi,boi,2,3
848,boltipyjvi,bol-tip-jvi,bol,0,3
849,boltipyjvi,bol-tip-jvi,tip,1,3
850,boltipyjvi,bol-tip-jvi,jvi,2,3
851,bolxa'e,bol-xa'e,bol,0,2
852,bolxa'e,bol-xa'e,xa'e,1,2
853,bolxadba,bol-xadba,bol,0,2
854,bolxadba,bol-xadba,xadba,1,2
855,bongusta,bon-gusta,bon,0,2
856,bongusta,bon-gusta,gusta,1,2
857,bonka'u,bon-ka'u,bon,0,2
858,bonka'u,bon-ka'u,ka'u,1,2
859,bonxa'eselrivytoi,bon-xa'e-sel-riv-toi,bon,0,5
860,bonxa'eselrivytoi,bon-xa'e-sel-riv-toi,xa'e,1,5
861,bonxa'eselrivytoi,bon-xa'e-sel-riv-toi,sel,2,5
862,bonxa'eselrivytoi,bon-xa'e-sel-riv-toi,riv,3,5
863,bonxa'eselrivytoi,bon-xa'e-sel-riv-toi,toi,4,5
864,bonxamsi,bon-xamsi,bon,0,2
865,bonxamsi,bon-xamsi,xamsi,1,2
866,bonynunkla,bon-nun-kla,bon,0,3
867,bonynunkla,bon-nun-kla,nun,1,3
868,bonynunkla,bon-nun-kla,kla,2,3
869,botska,bot-ska,bot,0,2
870,botska,bot-ska,ska,1,2
871,brabaktu,bra-baktu,bra,0,2
872,brabaktu,bra-baktu,baktu,1,2
873,brabi'o,bra-bi'o,bra,0,2
874,brabi'o,bra-bi'o,bi'o,1,2
875,brablo,bra-blo,bra,0,2
876,brablo,bra-blo,blo,1,2
877,brabra,bra-bra,bra,0,2
878,brabra,bra-bra,bra,1,2
879,brabrabrabra,bra-bra-bra-bra,bra,0,4
880,brabrabrabra,bra-bra-bra-bra,bra,1,4
881,brabrabrabra,bra-bra-bra-bra,bra,2,4
882,brabrabrabra,bra-bra-bra-bra,bra,3,4
883,brabracrida,bra-bra-crida,bra,0,3
884,brabracrida,bra-bra-crida,bra,1,3
885,brabracrida,bra-bra-crida,crida,2,3
886,brabraplu,bra-bra-plu,bra,0,3
887,brabraplu,bra-bra-plu,bra,1,3
888,brabraplu,bra-bra-plu,plu,2,3
889,braca'o,bra-ca'o,bra,0,2
890,braca'o,bra-ca'o,ca'o,1,2
891,ca'arcau,ca'a-cau,ca'a,0,2
892,ca'arcau,ca'a-cau,cau,1,2
893,bracpi,bra-cpi,bra,0,2
894,bracpi,bra-cpi,cpi,1,2
895,brada'e,bra-da'e,bra,0,2
896,brada'e,bra-da'e,da'e,1,2
897,bradei,bra-dei,bra,0,2
898,bradei,bra-dei,dei,1,2
899,bradi'u,bra-di'u,bra,0,2
900,bradi'u,bra-di'u,di'u,1,2
901,bradyci'i,brad-ci'i,brad,0,2
902,bradyci'i,brad-ci'i,ci'i,1,2
903,bradyrapyzu'e,brad-rap-zu'e,brad,0,3
904,bradyrapyzu'e,brad-rap-zu'e,rap,1,3
905,bradyrapyzu'e,brad-rap-zu'e,zu'e,2,3
906,bragai,bra-gai,bra,0,2
907,bragai,bra-gai,gai,1,2
908,bragaigra,bra-gai-gra,bra,0,3
909,bragaigra,bra-gai-gra,gai,1,3
910,bragaigra,bra-gai-gra,gra,2,3
911,bragaigrudjo,bra-gai-gru-djo,bra,0,4
912,bragaigrudjo,bra-gai-gru-djo,gai,1,4
913,bragaigrudjo,bra-gai-gru-djo,gru,2,4
914,bragaigrudjo,bra-gai-gru-djo,djo,3,4
915,bragu'e,bra-gu'e,bra,0,2
916,bragu'e,bra-gu'e,gu'e,1,2
917,brakarce,bra-karce,bra,0,2
918,brakarce,bra-karce,karce,1,2
919,braku'a,bra-ku'a,bra,0,2
920,braku'a,bra-ku'a,ku'a,1,2
921,ca'arku'e,ca'a-ku'e,ca'a,0,2
922,ca'arku'e,ca'a-ku'e,ku'e,1,2
923,brama'i,bra-ma'i,bra,0,2
924,brama'i,bra-ma'i,ma'i,1,2
925,bramalsi,bra-malsi,bra,0,2
926,bramalsi,bra-malsi,malsi,1,2
927,bramau,bra-mau,bra,0,2
928,bramau,bra-mau,mau,1,2
929,ca'arpe'a,ca'a-pe'a,ca'a,0,2
930,ca'arpe'a,ca'a-pe'a,pe'a,1,2
931,braplu,bra-plu,bra,0,2
932,braplu,bra-plu,plu,1,2
933,brapurdi,bra-purdi,bra,0,2
934,brapurdi,bra-purdi,purdi,1,2
935,brarai,bra-rai,bra,0,2
936,brarai,bra-rai,rai,1,2
937,braro'i,bra-ro'i,bra,0,2
938,braro'i,bra-ro'i,ro'i,1,2
939,bratigyterganzu,bra-tig-ter-ganzu,bra,0,4
940,bratigyterganzu,bra-tig-ter-ganzu,tig,1,4
941,bratigyterganzu,bra-tig-ter-ganzu,ter,2,4
942,bratigyterganzu,bra-tig-ter-ganzu,ganzu,3,4
943,bratricu,bra-tricu,bra,0,2
944,bratricu,bra-tricu,tricu,1,2
945,bratu'a,bra-tu'a,bra,0,2
946,bratu'a,bra-tu'a,tu'a,1,2
947,bravau,bra-vau,bra,0,2
948,bravau,bra-vau,vau,1,2
949,bravelkla,bra-vel-kla,bra,0,3
950,bravelkla,bra-vel-kla,vel,1,3
951,bravelkla,bra-vel-kla,kla,2,3
952,bravla,bra-vla,bra,0,2
953,bravla,bra-vla,vla,1,2
954,brazbi,bra-zbi,bra,0,2
955,brazbi,bra-zbi,zbi,1,2
956,brazda,bra-zda,bra,0,2
957,brazda,bra-zda,zda,1,2
958,brebi'o,bre-bi'o,bre,0,2
959,brebi'o,bre-bi'o,bi'o,1,2
960,bregau,bre-gau,bre,0,2
961,bregau,bre-gau,gau,1,2
962,breri'a,bre-ri'a,bre,0,2
963,breri'a,bre-ri'a,ri'a,1,2
964,breste,bre-ste,bre,0,2
965,breste,bre-ste,ste,1,2
966,besyzu'e,bes-zu'e,bes,0,2
967,besyzu'e,bes-zu'e,zu'e,1,2
968,brifriti,bri-friti,bri,0,2
969,brifriti,bri-friti,friti,1,2
970,brigla,bri-gla,bri,0,2
971,brigla,bri-gla,gla,1,2
972,briju'a,bri-ju'a,bri,0,2
973,briju'a,bri-ju'a,ju'a,1,2
974,brilanli,bri-lanli,bri,0,2
975,brilanli,bri-lanli,lanli,1,2
976,briselma'o,bri-sel-ma'o,bri,0,3
977,briselma'o,bri-sel-ma'o,sel,1,3
978,briselma'o,bri-sel-ma'o,ma'o,2,3
979,briste,bri-ste,bri,0,2
980,briste,bri-ste,ste,1,2
981,brisumpli,bri-sum-pli,bri,0,3
982,brisumpli,bri-sum-pli,sum,1,3
983,brisumpli,bri-sum-pli,pli,2,3
984,britai,bri-tai,bri,0,2
985,britai,bri-tai,tai,1,2
986,brivla,bri-vla,bri,0,2
987,brivla,bri-vla,vla,1,2
988,brixu'a,bri-xu'a,bri,0,2
989,brixu'a,bri-xu'a,xu'a,1,2
990,brocku,bro-cku,bro,0,2
991,brocku,bro-cku,cku,1,2
992,brodai,bro-dai,bro,0,2
993,brodai,bro-dai,dai,1,2
994,bropre,bro-pre,bro,0,2
995,bropre,bro-pre,pre,1,2
996,brulu'i,bru-lu'i,bru,0,2
997,brulu'i,bru-lu'i,lu'i,1,2
998,brumle,bru-mle,bru,0,2
999,brumle,bru-mle,mle,1,2
1000,brusto,bru-sto,bru,0,2
1001,brusto,bru-sto,sto,1,2
1002,bu'ojda,bu'o-jda,bu'o,0,2
1003,bu'ojda,bu'o-jda,jda,1,2
1004,bukcilta,buk-cilta,buk,0,2
1005,bukcilta,buk-cilta,cilta,1,2
1006,bukfa'u,buk-fa'u,buk,0,2
1007,bukfa'u,buk-fa'u,fa'u,1,2
1008,bukfe'a,buk-fe'a,buk,0,2
1009,bukfe'a,buk-fe'a,fe'a,1,2
1010,bukpo'i,buk-po'i,buk,0,2
1011,bukpo'i,buk-po'i,po'i,1,2
1012,bukterjo'e,buk-ter-jo'e,buk,0,3
1013,bukterjo'e,buk-ter-jo'e,ter,1,3
1014,bukterjo'e,buk-ter-jo'e,jo'e,2,3
1015,buktaiterjo'e,buk-tai-ter-jo'e,buk,0,4
1016,buktaiterjo'e,buk-tai-ter-jo'e,tai,1,4
1017,buktaiterjo'e,buk-tai-ter-jo'e,ter,2,4
1018,buktaiterjo'e,buk-tai-ter-jo'e,jo'e,3,4
1019,bukyjabre,buk-jabre,buk,0,2
1020,bukyjabre,buk-jabre,jabre,1,2
1021,bukykoi,buk-koi,buk,0,2
1022,bukykoi,buk-koi,koi,1,2
1023,burnanba,bur-nanba,bur,0,2
1024,burnanba,bur-nanba,nanba,1,2
1025,burnygau,burn-gau,burn,0,2
1026,burnygau,burn-gau,gau,1,2
1027,ma'arbi'i,ma'a-bi'i,ma'a,0,2
1028,ma'arbi'i,ma'a-bi'i,bi'i,1,2
1029,ca'arcau,ca'a-cau,ca'a,0,2
1030,ca'arcau,ca'a-cau,cau,1,2
1031,ma'arfe'a,ma'a-fe'a,ma'a,0,2
1032,ma'arfe'a,ma'a-fe'a,fe'a,1,2
1033,ma'atru,ma'a-tru,ma'a,0,2
1034,ma'atru,ma'a-tru,tru,1,2
1035,ca'erbi'e,ca'e-bi'e,ca'e,0,2
1036,ca'erbi'e,ca'e-bi'e,bi'e,1,2
1037,ca'ercputra,ca'e-cpu-tra,ca'e,0,3
1038,ca'ercputra,ca'e-cpu-tra,cpu,1,3
1039,ca'ercputra,ca'e-cpu-tra,tra,2,3
1040,ca'ermu'u,ca'e-mu'u,ca'e,0,2
1041,ca'ermu'u,ca'e-mu'u,mu'u,1,2
1042,ca'ermuvgau,ca'e-muv-gau,ca'e,0,3
1043,ca'ermuvgau,ca'e-muv-gau,muv,1,3
1044,ca'ermuvgau,ca'e-muv-gau,gau,2,3
1045,ca'erslanu,ca'e-slanu,ca'e,0,2
1046,ca'erslanu,ca'e-slanu,slanu,1,2
1047,ca'irpulji,ca'i-pulji,ca'i,0,2
1048,ca'irpulji,ca'i-pulji,pulji,1,2
1049,ca'itru,ca'i-tru,ca'i,0,2
1050,ca'itru,ca'i-tru,tru,1,2
1051,ca'ocma,ca'o-cma,ca'o,0,2
1052,ca'ocma,ca'o-cma,cma,1,2
1053,ca'orgai,ca'o-gai,ca'o,0,2
1054,ca'orgai,ca'o-gai,gai,1,2
1055,ca'orgrezu'e,ca'o-gre-zu'e,ca'o,0,3
1056,ca'orgrezu'e,ca'o-gre-zu'e,gre,1,3
1057,ca'orgrezu'e,ca'o-gre-zu'e,zu'e,2,3
1058,cabdei,cab-dei,cab,0,2
1059,cabdei,cab-dei,dei,1,2
1060,cabdeicerni,cab-dei-cerni,cab,0,3
1061,cabdeicerni,cab-dei-cerni,dei,1,3
1062,cabdeicerni,cab-dei-cerni,cerni,2,3
1063,cabdra,cab-dra,cab,0,2
1064,cabdra,cab-dra,dra,1,2
1065,cabjeftu,cab-jeftu,cab,0,2
1066,cabjeftu,cab-jeftu,jeftu,1,2
1067,cabla'o,cab-la'o,cab,0,2
1068,cabla'o,cab-la'o,la'o,1,2
1069,cabmamta,cab-mamta,cab,0,2
1070,cabmamta,cab-mamta,mamta,1,2
1071,cabma'i,cab-ma'i,cab,0,2
1072,cabma'i,cab-ma'i,ma'i,1,2
1073,cabmamta,cab-mamta,cab,0,2
1074,cabmamta,cab-mamta,mamta,1,2
1075,cabmo'a,cab-mo'a,cab,0,2
1076,cabmo'a,cab-mo'a,mo'a,1,2
1077,cabna'a,cab-na'a,cab,0,2
1078,cabna'a,cab-na'a,na'a,1,2
1079,cabnabmi,cab-nabmi,cab,0,2
1080,cabnabmi,cab-nabmi,nabmi,1,2
1081,cabnalza'i,cab-nal-za'i,cab,0,3
1082,cabnalza'i,cab-nal-za'i,nal,1,3
1083,cabnalza'i,cab-nal-za'i,za'i,2,3
1084,cabvanci,cab-vanci,cab,0,2
1085,cabvanci,cab-vanci,vanci,1,2
1086,cabycedra,cab-cedra,cab,0,2
1087,cabycedra,cab-cedra,cedra,1,2
1088,cabycfa,cab-cfa,cab,0,2
1089,cabycfa,cab-cfa,cfa,1,2
1090,cabycte,cab-cte,cab,0,2
1091,cabycte,cab-cte,cte,1,2
1092,cabysi'u,cab-si'u,cab,0,2
1093,cabysi'u,cab-si'u,si'u,1,2
1094,cabysna,cab-sna,cab,0,2
1095,cabysna,cab-sna,sna,1,2
1096,cabysni,cab-sni,cab,0,2
1097,cabysni,cab-sni,sni,1,2
1098,cabytei,cab-tei,cab,0,2
1099,cabytei,cab-tei,tei,1,2
1100,caclei,cac-lei,cac,0,2
1101,caclei,cac-lei,lei,1,2
1102,cacmo'a,cac-mo'a,cac,0,2
1103,cacmo'a,cac-mo'a,mo'a,1,2
1104,cacni'i,cac-ni'i,cac,0,2
1105,cacni'i,cac-ni'i,ni'i,1,2
1106,cacryga'u,cacr-ga'u,cacr,0,2
1107,cacryga'u,cacr-ga'u,ga'u,1,2
1108,cacrymoi,cacr-moi,cacr,0,2
1109,cacrymoi,cacr-moi,moi,1,2
1110,cacryxadba,cacr-xadba,cacr,0,2
1111,cacryxadba,cacr-xadba,xadba,1,2
1112,cacyba'u,cac-ba'u,cac,0,2
1113,cacyba'u,cac-ba'u,ba'u,1,2
1114,cacyju'a,cac-ju'a,cac,0,2
1115,cacyju'a,cac-ju'a,ju'a,1,2
1116,cacyju'o,cac-ju'o,cac,0,2
1117,cacyju'o,cac-ju'o,ju'o,1,2
1118,cacyjva,cac-jva,cac,0,2
1119,cacyjva,cac-jva,jva,1,2
1120,cacysku,cac-sku,cac,0,2
1121,cacysku,cac-sku,sku,1,2
1122,cacyzei,cac-zei,cac,0,2
1123,cacyzei,cac-zei,zei,1,2
1124,cadgau,cad-gau,cad,0,2
1125,cadgau,cad-gau,gau,1,2
1126,cadykei,cad-kei,cad,0,2
1127,cadykei,cad-kei,kei,1,2
1128,cadysti,cad-sti,cad,0,2
1129,cadysti,cad-sti,sti,1,2
1130,cadytei,cad-tei,cad,0,2
1131,cadytei,cad-tei,tei,1,2
1132,cafcki,caf-cki,caf,0,2
1133,cafcki,caf-cki,cki,1,2
1134,caflitki,caf-litki,caf,0,2
1135,caflitki,caf-litki,litki,1,2
1136,cafsre,caf-sre,caf,0,2
1137,cafsre,caf-sre,sre,1,2
1138,cafyfe'u,caf-fe'u,caf,0,2
1139,cafyfe'u,caf-fe'u,fe'u,1,2
1140,cagyce'u,cag-ce'u,cag,0,2
1141,cagyce'u,cag-ce'u,ce'u,1,2
1142,cagypre,cag-pre,cag,0,2
1143,cagypre,cag-pre,pre,1,2
1144,cagyselxa'u,cag-sel-xa'u,cag,0,3
1145,cagyselxa'u,cag-sel-xa'u,sel,1,3
